state_id,state,year,kids,adults,retired,all
26,Michigan,1975,4962700,3332327,822641,9117668
26,Michigan,1976,4949553,3340251,839401,9129205
26,Michigan,1977,4908028,3405596,857486,9171110
26,Michigan,1978,4881909,3460036,875817,9217762
26,Michigan,1979,4859468,3509885,896916,9266269
26,Michigan,1980,4804734,3532336,918483,9255553
26,Michigan,1981,4734047,3536104,939133,9209284
26,Michigan,1982,4623962,3530703,960537,9115202
26,Michigan,1983,4530075,3535841,981837,9047753
26,Michigan,1984,4465674,3583625,1000147,9049446
26,Michigan,1985,4416852,3643068,1016377,9076297
26,Michigan,1986,4377972,3715792,1034012,9127776
26,Michigan,1987,4338710,3794824,1053951,9187485
26,Michigan,1988,4293323,3853498,1071179,9218000
26,Michigan,1989,4255403,3907436,1090451,9253290
26,Michigan,1990,4226335,3974442,1109685,9310462
26,Michigan,1991,4213167,4050058,1131797,9395022
26,Michigan,1992,4190197,4126824,1153302,9470323
26,Michigan,1993,4172481,4184030,1172729,9529240
26,Michigan,1994,4148503,4248507,1187471,9584481
26,Michigan,1995,4146677,4310269,1202925,9659871
26,Michigan,1996,4147686,4377506,1213992,9739184
26,Michigan,1997,4144895,4422000,1218555,9785450
26,Michigan,1998,4138956,4459531,1221744,9820231
26,Michigan,1999,4139345,4500870,1223560,9863775
26,Michigan,2000,4182435,4618818,1221299,9952450
26,Michigan,2001,4167768,4666833,1226259,9991120
26,Michigan,2002,4152988,4701445,1230163,10015710
26,Michigan,2003,4145807,4728915,1238574,10041152
26,Michigan,2004,4134681,4746943,1247043,10055315
26,Michigan,2005,4112209,4758382,1255266,10051137
26,Michigan,2006,4088052,4755679,1269443,10036081
26,Michigan,2007,4048179,4746647,1291238,10001284
26,Michigan,2008,3994459,4726915,1321021,9946889
26,Michigan,2009,3940834,4705762,1343623,9901591
26,Michigan,2010,3899582,4701398,1364431,9877574
27,Minnesota,1970,2065873,1332693,407537,3806103
27,Minnesota,1971,2097472,1340844,415171,3853487
27,Minnesota,1972,2103210,1345936,420600,3869746
27,Minnesota,1973,2100806,1361471,427054,3889331
27,Minnesota,1974,2098722,1371289,433913,3903924
27,Minnesota,1975,2106163,1384541,441810,3932514
27,Minnesota,1976,2116482,1398693,449505,3964680
27,Minnesota,1977,2102761,1428145,458459,3989365
27,Minnesota,1978,2095996,1453380,465965,4015341
27,Minnesota,1979,2094923,1481863,473531,4050317
27,Minnesota,1980,2094133,1508527,482357,4085017
27,Minnesota,1981,2085548,1535205,490921,4111674
27,Minnesota,1982,2073267,1559352,498825,4131444
27,Minnesota,1983,2054624,1580468,506346,4141438
27,Minnesota,1984,2035519,1609436,512743,4157698
27,Minnesota,1985,2023142,1643886,517258,4184286
27,Minnesota,1986,2006014,1676078,523116,4205208
27,Minnesota,1987,1991712,1713508,529920,4235140
27,Minnesota,1988,1996163,1764216,535783,4296162
27,Minnesota,1989,1993019,1803228,541798,4338045
27,Minnesota,1990,1995987,1843331,547965,4387283
27,Minnesota,1991,1983596,1889797,554036,4427429
27,Minnesota,1992,1978334,1932885,560284,4471503
27,Minnesota,1993,1974661,1980776,566272,4521709
27,Minnesota,1994,1970738,2024164,571126,4566028
27,Minnesota,1995,1968664,2061210,575571,4605445
27,Minnesota,1996,1973491,2095478,578754,4647723
27,Minnesota,1997,1985826,2120921,580979,4687726
27,Minnesota,1998,2002389,2140513,583509,4726411
27,Minnesota,1999,2020449,2169665,585394,4775508
27,Minnesota,2000,2081067,2289398,595382,4933692
27,Minnesota,2001,2089393,2326932,598871,4982796
27,Minnesota,2002,2097082,2352372,602842,5018935
27,Minnesota,2003,2107596,2371895,608570,5053572
27,Minnesota,2004,2118903,2389952,614219,5087713
27,Minnesota,2005,2126758,2409207,619771,5119598
27,Minnesota,2006,2140276,2430926,630406,5163555
27,Minnesota,2007,2153339,2451637,642312,5207203
27,Minnesota,2008,2162750,2470719,658825,5247018
27,Minnesota,2009,2162958,2488850,672489,5281203
27,Minnesota,2010,2159878,2508518,685349,5310584
28,Mississippi,1970,1235070,760785,221139,2216994
28,Mississippi,1971,1267357,768135,229942,2265434
28,Mississippi,1972,1291349,777862,237905,2307116
28,Mississippi,1973,1312845,792699,244003,2349547
28,Mississippi,1974,1324581,802664,251026,2378271
28,Mississippi,1975,1333148,807439,258862,2399449
28,Mississippi,1976,1346322,817361,266071,2429754
28,Mississippi,1977,1349509,837627,272066,2459202
28,Mississippi,1978,1353513,855511,278793,2487817
28,Mississippi,1979,1349924,871962,285181,2507067
28,Mississippi,1980,1351551,883387,290404,2525342
28,Mississippi,1981,1351246,894324,293481,2539051
28,Mississippi,1982,1351882,907593,297293,2556768
28,Mississippi,1983,1348992,918590,300148,2567730
28,Mississippi,1984,1344190,930515,303353,2578058
28,Mississippi,1985,1338230,943373,306494,2588097
28,Mississippi,1986,1326201,957750,309645,2593596
28,Mississippi,1987,1304038,971464,313037,2588539
28,Mississippi,1988,1279872,984834,315647,2580353
28,Mississippi,1989,1256895,999403,317975,2574273
28,Mississippi,1990,1229963,1027317,320146,2577426
28,Mississippi,1991,1227861,1040270,323099,2591230
28,Mississippi,1992,1231223,1052691,326279,2610193
28,Mississippi,1993,1235199,1071191,329184,2635574
28,Mississippi,1994,1240633,1092016,330801,2663450
28,Mississippi,1995,1245266,1112499,333023,2690788
28,Mississippi,1996,1247563,1127816,334546,2709925
28,Mississippi,1997,1253502,1142656,335668,2731826
28,Mississippi,1998,1254367,1161194,335774,2751335
28,Mississippi,1999,1250925,1182202,335492,2768619
28,Mississippi,2000,1277836,1247806,344018,2848353
28,Mississippi,2001,1269339,1260386,344562,2852994
28,Mississippi,2002,1261602,1272702,345400,2858681
28,Mississippi,2003,1257898,1284847,347927,2868312
28,Mississippi,2004,1262447,1297745,351320,2889010
28,Mississippi,2005,1262611,1310374,356199,2905943
28,Mississippi,2006,1255926,1313828,358197,2904978
28,Mississippi,2007,1263577,1325728,362956,2928350
28,Mississippi,2008,1266939,1336773,370316,2947806
28,Mississippi,2009,1264584,1344020,375968,2958774
28,Mississippi,2010,1259068,1355263,381372,2970036
29,Missouri,1970,2375186,1744056,558381,4677623
29,Missouri,1971,2411005,1745591,569170,4725766
29,Missouri,1972,2426822,1754640,577318,4758780
29,Missouri,1973,2429664,1767119,585861,4782644
29,Missouri,1974,2429507,1772048,594378,4795933
29,Missouri,1975,2429948,1773729,604631,4808308
29,Missouri,1976,2439906,1783409,615713,4839028
29,Missouri,1977,2423303,1813955,625917,4863175
29,Missouri,1978,2414384,1842066,632950,4889400
29,Missouri,1979,2405780,1864966,641682,4912428
29,Missouri,1980,2397577,1873939,650450,4921966
29,Missouri,1981,2388755,1886818,656506,4932079
29,Missouri,1982,2368609,1896914,663919,4929442
29,Missouri,1983,2351134,1921872,670721,4943727
29,Missouri,1984,2346577,1952492,676214,4975283
29,Missouri,1985,2336211,1982795,681248,5000254
29,Missouri,1986,2321009,2014004,688055,5023068
29,Missouri,1987,2307068,2053670,695957,5056695
29,Missouri,1988,2291400,2088724,701606,5081730
29,Missouri,1989,2269626,2116340,709853,5095819
29,Missouri,1990,2252211,2156381,717778,5126370
29,Missouri,1991,2241424,2191733,724613,5157770
29,Missouri,1992,2234072,2228098,731516,5193686
29,Missouri,1993,2232098,2268136,737523,5237757
29,Missouri,1994,2229343,2311704,740159,5281206
29,Missouri,1995,2235107,2345762,743741,5324610
29,Missouri,1996,2247620,2374476,745792,5367888
29,Missouri,1997,2259973,2401473,745667,5407113
29,Missouri,1998,2265195,2426196,746171,5437562
29,Missouri,1999,2268851,2453803,745684,5468338
29,Missouri,2000,2327232,2567330,756231,5607285
29,Missouri,2001,2327803,2597981,758184,5641142
29,Missouri,2002,2334457,2623372,759462,5674825
29,Missouri,2003,2344010,2646177,763370,5709403
29,Missouri,2004,2359565,2665844,767548,5747741
29,Missouri,2005,2373043,2689631,773936,5790300
29,Missouri,2006,2392908,2713251,784612,5842704
29,Missouri,2007,2406973,2735527,796345,5887612
29,Missouri,2008,2415332,2752405,812335,5923916
29,Missouri,2009,2418985,2769527,826976,5961088
29,Missouri,2010,2417615,2791443,841075,5996231
30,Montana,1970,372156,253774,68479,694409
30,Montana,1971,382419,258581,69817,710817
30,Montana,1972,386783,261197,70752,718732
30,Montana,1973,389597,265208,71993,726798
30,Montana,1974,393792,269112,73517,736421
30,Montana,1975,399549,273329,75332,748210
30,Montana,1976,404062,275934,77323,757319
30,Montana,1977,407132,283338,79484,769954
30,Montana,1978,410510,290464,81342,782316
30,Montana,1979,409587,294529,83192,787308
30,Montana,1980,407358,296155,85239,788752
30,Montana,1981,405282,302502,87533,795317
30,Montana,1982,404066,309723,90201,803990
30,Montana,1983,402836,318285,92907,814028
30,Montana,1984,400338,325365,95190,820893
30,Montana,1985,395299,330010,96996,822305
30,Montana,1986,383549,331208,98991,813748
30,Montana,1987,371844,332288,100932,805064
30,Montana,1988,362079,335019,103096,800194
30,Montana,1989,355183,339539,104920,799642
30,Montana,1990,349041,344154,106629,799824
30,Montana,1991,348024,351430,108383,807837
30,Montana,1992,352327,360235,109874,822436
30,Montana,1993,357558,370802,111516,839876
30,Montana,1994,360963,380854,113106,854923
30,Montana,1995,362736,391034,114752,868522
30,Montana,1996,363331,397449,115876,876656
30,Montana,1997,361744,400503,116459,878706
30,Montana,1998,361440,401168,116925,879533
30,Montana,1999,360642,404898,117239,882779
30,Montana,2000,366847,422615,121288,903773
30,Montana,2001,365098,426450,122525,906961
30,Montana,2002,364586,430655,123796,911667
30,Montana,2003,366905,434803,125295,919630
30,Montana,2004,369600,440782,127276,930009
30,Montana,2005,371938,446792,129431,940102
30,Montana,2006,375818,452681,132782,952692
30,Montana,2007,378761,458812,136015,964706
30,Montana,2008,382328,464011,140331,976415
30,Montana,2009,382258,467566,143927,983982
30,Montana,2010,382609,470980,147181,990898
31,Nebraska,1970,769106,533521,182706,1485333
31,Nebraska,1971,783880,535378,185347,1504605
31,Nebraska,1972,793063,538482,187467,1519012
31,Nebraska,1973,796686,543623,189259,1529568
31,Nebraska,1974,800600,546891,191700,1539191
31,Nebraska,1975,802165,546652,194299,1543116
31,Nebraska,1976,805347,548433,197129,1550909
31,Nebraska,1977,801705,555060,200078,1556843
31,Nebraska,1978,797504,564273,202107,1563884
31,Nebraska,1979,792624,570537,204183,1567344
31,Nebraska,1980,792566,573225,206505,1572296
31,Nebraska,1981,788327,581494,208707,1578528
31,Nebraska,1982,782695,588428,210663,1581786
31,Nebraska,1983,775731,595907,212663,1584301
31,Nebraska,1984,769777,604719,214133,1588629
31,Nebraska,1985,759177,610471,215014,1584662
31,Nebraska,1986,744431,613096,216809,1574336
31,Nebraska,1987,730115,618068,218375,1566558
31,Nebraska,1988,722683,628758,220023,1571464
31,Nebraska,1989,716665,636585,221631,1574881
31,Nebraska,1990,710201,647273,223190,1580664
31,Nebraska,1991,707681,658527,224597,1590805
31,Nebraska,1992,704393,672279,225734,1602406
31,Nebraska,1993,702809,682167,227173,1612149
31,Nebraska,1994,702314,691143,228094,1621551
31,Nebraska,1995,704238,701819,229085,1635142
31,Nebraska,1996,707992,710293,229372,1647657
31,Nebraska,1997,711986,714989,229067,1656042
31,Nebraska,1998,714716,717231,228825,1660772
31,Nebraska,1999,716439,721303,228286,1666028
31,Nebraska,2000,736787,757026,232430,1713820
31,Nebraska,2001,735727,763839,232281,1719836
31,Nebraska,2002,736920,771552,232199,1728292
31,Nebraska,2003,740615,778580,231998,1738643
31,Nebraska,2004,744015,785511,232130,1749370
31,Nebraska,2005,746646,794101,233426,1761497
31,Nebraska,2006,750387,800062,235236,1772693
31,Nebraska,2007,754249,805393,237722,1783440
31,Nebraska,2008,759758,811045,240748,1796378
31,Nebraska,2009,766022,817678,244132,1812683
31,Nebraska,2010,771928,825829,247518,1830429
32,Nevada,1970,260909,197049,30780,488738
32,Nevada,1971,275703,210655,33658,520016
32,Nevada,1972,288335,222293,36161,546789
32,Nevada,1973,296395,233768,38826,568989
32,Nevada,1974,309300,245566,41957,596823
32,Nevada,1975,318219,256690,45059,619968
32,Nevada,1976,330807,267550,48618,646975
32,Nevada,1977,342335,283067,52932,678334
32,Nevada,1978,360154,301413,57869,719436
32,Nevada,1979,381838,320860,62666,765364
32,Nevada,1980,401420,341816,66979,810215
32,Nevada,1981,416582,359423,71634,847639
32,Nevada,1982,429850,375430,76265,881545
32,Nevada,1983,434511,386175,81288,901974
32,Nevada,1984,436866,401424,86615,924905
32,Nevada,1985,442361,416443,92220,951024
32,Nevada,1986,448821,433519,98313,980653
32,Nevada,1987,461853,456851,104714,1023418
32,Nevada,1988,480636,482873,111518,1075027
32,Nevada,1989,503524,513652,120193,1137369
32,Nevada,1990,545359,544163,129107,1218629
32,Nevada,1991,561028,586074,137944,1285046
32,Nevada,1992,572340,611640,146714,1330694
32,Nevada,1993,588224,635700,156273,1380197
32,Nevada,1994,614281,676292,165815,1456388
32,Nevada,1995,637658,713653,174466,1525777
32,Nevada,1996,664912,747836,183728,1596476
32,Nevada,1997,697464,786474,191643,1675581
32,Nevada,1998,730090,814045,199637,1743772
32,Nevada,1999,761830,840011,207412,1809253
32,Nevada,2000,847405,965705,221598,2018741
32,Nevada,2001,874726,1008177,231793,2098399
32,Nevada,2002,900699,1048274,241638,2173791
32,Nevada,2003,929459,1085005,252763,2248850
32,Nevada,2004,970765,1130956,263722,2346222
32,Nevada,2005,1010737,1169863,271743,2432143
32,Nevada,2006,1053806,1209421,280415,2522658
32,Nevada,2007,1089138,1243015,290756,2601072
32,Nevada,2008,1108181,1267482,303018,2653630
32,Nevada,2009,1112543,1281504,315223,2684665
32,Nevada,2010,1110679,1292962,325935,2704642
33,New Hampshire,1970,388689,270908,78084,737681
33,New Hampshire,1971,404115,277030,80706,761851
33,New Hampshire,1972,414892,283285,82929,781106
33,New Hampshire,1973,423584,292163,85204,800951
33,New Hampshire,1974,430402,298569,86942,815913
33,New Hampshire,1975,435485,303048,90024,828557
33,New Hampshire,1976,442718,309785,92745,845248
33,New Hampshire,1977,449459,324715,95588,869762
33,New Hampshire,1978,455350,337847,98323,891520
33,New Hampshire,1979,458220,349865,100990,909075
33,New Hampshire,1980,458674,361840,103736,924250
33,New Hampshire,1981,458588,371809,106247,936644
33,New Hampshire,1982,458833,380250,108634,947717
33,New Hampshire,1983,457722,389582,110821,958125
33,New Hampshire,1984,460805,403169,112890,976864
33,New Hampshire,1985,464785,417061,114911,996757
33,New Hampshire,1986,474210,433638,117207,1025055
33,New Hampshire,1987,482540,452451,119292,1054283
33,New Hampshire,1988,492340,469020,121216,1082576
33,New Hampshire,1989,497674,483710,123139,1104523
33,New Hampshire,1990,493283,493322,125226,1111831
33,New Hampshire,1991,482692,496360,128003,1107055
33,New Hampshire,1992,477709,504519,130538,1112766
33,New Hampshire,1993,474420,514776,132995,1122191
33,New Hampshire,1994,472469,525170,135415,1133054
33,New Hampshire,1995,471189,536677,137738,1145604
33,New Hampshire,1996,471793,548747,140228,1160768
33,New Hampshire,1997,473991,557742,141506,1173239
33,New Hampshire,1998,478181,564510,143132,1185823
33,New Hampshire,1999,482510,574039,144585,1201134
33,New Hampshire,2000,484969,615377,148381,1239882
33,New Hampshire,2001,487879,627082,149276,1255517
33,New Hampshire,2002,490484,636608,150627,1269089
33,New Hampshire,2003,492053,644472,152341,1279840
33,New Hampshire,2004,492953,650607,155869,1290121
33,New Hampshire,2005,494319,656058,157699,1298492
33,New Hampshire,2006,495095,661436,161873,1308389
33,New Hampshire,2007,493193,664500,166079,1312540
33,New Hampshire,2008,490790,666521,171358,1315906
33,New Hampshire,2009,486477,666584,175269,1316102
33,New Hampshire,2010,483308,666990,178625,1316759
34,New Jersey,1970,3579993,2897325,693794,7171112
34,New Jersey,1971,3645432,2926091,709588,7281111
34,New Jersey,1972,3662950,2950012,722082,7335044
34,New Jersey,1973,3630086,2966516,736483,7333085
34,New Jersey,1974,3609699,2970681,752031,7332411
34,New Jersey,1975,3592991,2972443,772333,7337767
34,New Jersey,1976,3575836,2972017,791895,7339748
34,New Jersey,1977,3523500,3003119,810554,7337173
34,New Jersey,1978,3496527,3025682,828595,7350804
34,New Jersey,1979,3474187,3045026,847301,7366514
34,New Jersey,1980,3436068,3075352,864910,7376330
34,New Jersey,1981,3415041,3110858,881576,7407475
34,New Jersey,1982,3388228,3140559,902181,7430968
34,New Jersey,1983,3368524,3177704,921561,7467789
34,New Jersey,1984,3357837,3221029,936612,7515478
34,New Jersey,1985,3346148,3263038,956333,7565519
34,New Jersey,1986,3338719,3310772,972659,7622150
34,New Jersey,1987,3325478,3354672,990593,7670743
34,New Jersey,1988,3313337,3397431,1001566,7712334
34,New Jersey,1989,3291786,3418950,1015350,7726086
34,New Jersey,1990,3269636,3457693,1029829,7757158
34,New Jersey,1991,3239020,3500749,1044500,7784269
34,New Jersey,1992,3221791,3546975,1059004,7827770
34,New Jersey,1993,3210347,3592066,1072478,7874891
34,New Jersey,1994,3199663,3636572,1082561,7918796
34,New Jersey,1995,3189867,3683275,1092381,7965523
34,New Jersey,1996,3178016,3731643,1099965,8009624
34,New Jersey,1997,3168638,3783129,1102411,8054178
34,New Jersey,1998,3166923,3822591,1106028,8095542
34,New Jersey,1999,3169043,3866112,1108257,8143412
34,New Jersey,2000,3310507,4066380,1114370,8430621
34,New Jersey,2001,3320731,4117182,1114854,8492671
34,New Jersey,2002,3339535,4157963,1115874,8552643
34,New Jersey,2003,3359243,4187266,1118550,8601402
34,New Jersey,2004,3372461,4205998,1119300,8634561
34,New Jersey,2005,3376733,4220262,1120653,8651974
34,New Jersey,2006,3371854,4230263,1124576,8661679
34,New Jersey,2007,3370438,4243553,1135519,8677885
34,New Jersey,2008,3375964,4259799,1157905,8711090
34,New Jersey,2009,3382423,4273810,1173621,8755602
34,New Jersey,2010,3384719,4301964,1190312,8801624
35,New Mexico,1970,592569,354201,70285,1017055
35,New Mexico,1971,612582,366218,74937,1053737
35,New Mexico,1972,624826,374674,79196,1078696
35,New Mexico,1973,636306,385889,83334,1105529
35,New Mexico,1974,646920,396671,87717,1131308
35,New Mexico,1975,660229,407373,92342,1159944
35,New Mexico,1976,674407,418228,96659,1189294
35,New Mexico,1977,680756,432895,102069,1215720
35,New Mexico,1978,686016,444547,107472,1238035
35,New Mexico,1979,704737,467245,112740,1284722
35,New Mexico,1980,713674,478622,117104,1309400
35,New Mexico,1981,718881,492488,121340,1332709
35,New Mexico,1982,727691,510602,125501,1363794
35,New Mexico,1983,734252,530204,129896,1394352
35,New Mexico,1984,737289,545736,133640,1416665
35,New Mexico,1985,738877,561442,138052,1438371
35,New Mexico,1986,740796,578947,142984,1462727
35,New Mexico,1987,738014,592271,148234,1478519
35,New Mexico,1988,735117,602332,152880,1490329
35,New Mexico,1989,731582,614203,158107,1503892
35,New Mexico,1990,729353,627332,163248,1519933
35,New Mexico,1991,732158,647115,167842,1547115
35,New Mexico,1992,739460,668835,172455,1580750
35,New Mexico,1993,750301,687401,177235,1614937
35,New Mexico,1994,760021,711741,181567,1653329
35,New Mexico,1995,766971,729801,185645,1682417
35,New Mexico,1996,771339,744946,189866,1706151
35,New Mexico,1997,777169,751900,193870,1722939
35,New Mexico,1998,777270,759217,197048,1733535
35,New Mexico,1999,775017,764853,199974,1739844
35,New Mexico,2000,800698,820890,213323,1821204
35,New Mexico,2001,800147,827405,217399,1831690
35,New Mexico,2002,807513,840357,221303,1855309
35,New Mexico,2003,814631,851391,225924,1877574
35,New Mexico,2004,823707,864500,230396,1903808
35,New Mexico,2005,831588,879362,237019,1932274
35,New Mexico,2006,838009,895568,244332,1962137
35,New Mexico,2007,845570,910844,250773,1990070
35,New Mexico,2008,849273,921852,258374,2010662
35,New Mexico,2009,856989,932347,266217,2036802
35,New Mexico,2010,863511,948289,273572,2065932
36,New York,1970,9057389,7232668,1951334,18241391
36,New York,1971,9151094,7235812,1971081,18357987
36,New York,1972,9133216,7220976,1985212,18339404
36,New York,1973,8991494,7186769,1998803,18177066
36,New York,1974,8887960,7141575,2020245,18049780
36,New York,1975,8825064,7120587,2057837,18003488
36,New York,1976,8758347,7101019,2081181,17940547
36,New York,1977,8583828,7126990,2101788,17812606
36,New York,1978,8441356,7118275,2120962,17680593
36,New York,1979,8316920,7124168,2142754,17583842
36,New York,1980,8267612,7132673,2166469,17566754
36,New York,1981,8202928,7184898,2179903,17567729
36,New York,1982,8151891,7235684,2202171,17589746
36,New York,1983,8146595,7317733,2222577,17686905
36,New York,1984,8116412,7392895,2236383,17745690
36,New York,1985,8079160,7456738,2255772,17791670
36,New York,1986,8032886,7522010,2278523,17833419
36,New York,1987,7976023,7588015,2304811,17868849
36,New York,1988,7942328,7682908,2316074,17941310
36,New York,1989,7892419,7760011,2330658,17983088
36,New York,1990,7810625,7846088,2346142,18002855
36,New York,1991,7754546,7913893,2361093,18029532
36,New York,1992,7711305,7991280,2379447,18082032
36,New York,1993,7668640,8076595,2395659,18140894
36,New York,1994,7609135,8142393,2405124,18156652
36,New York,1995,7540930,8191134,2418864,18150928
36,New York,1996,7468629,8253396,2421780,18143805
36,New York,1997,7402784,8319151,2421249,18143184
36,New York,1998,7335061,8397458,2426656,18159175
36,New York,1999,7277215,8489754,2429632,18196601
36,New York,2000,7756529,8932787,2453462,19001780
36,New York,2001,7741556,9016109,2462827,19082838
36,New York,2002,7735141,9068349,2472398,19137800
36,New York,2003,7735461,9103742,2480995,19175939
36,New York,2004,7716386,9109706,2488224,19171567
36,New York,2005,7679693,9108771,2494128,19132610
36,New York,2006,7653384,9104850,2492228,19104631
36,New York,2007,7645595,9125594,2517548,19132335
36,New York,2008,7666604,9165144,2559269,19212436
36,New York,2009,7684132,9193789,2592210,19307066
36,New York,2010,7683581,9250051,2627101,19392283
37,North Carolina,1970,2785670,1886703,412038,5084411
37,North Carolina,1971,2848137,1923932,431464,5203533
37,North Carolina,1972,2893736,1960913,446501,5301150
37,North Carolina,1973,2923396,2003241,463218,5389855
37,North Carolina,1974,2950854,2038608,481450,5470912
37,North Carolina,1975,2974634,2069202,503354,5547190
37,North Carolina,1976,2990126,2094662,523178,5607966
37,North Carolina,1977,2987857,2153303,544451,5685611
37,North Carolina,1978,2988765,2204947,565780,5759492
37,North Carolina,1979,2978165,2256850,588478,5823493
37,North Carolina,1980,2985564,2305016,608400,5898980
37,North Carolina,1981,2984040,2345942,626679,5956661
37,North Carolina,1982,2983120,2390324,645697,6019141
37,North Carolina,1983,2981056,2431418,664592,6077066
37,North Carolina,1984,2985097,2495493,683424,6164014
37,North Carolina,1985,2994498,2556591,702900,6253989
37,North Carolina,1986,2988304,2609376,723902,6321582
37,North Carolina,1987,2984458,2673624,745614,6403696
37,North Carolina,1988,2979600,2736071,764927,6480598
37,North Carolina,1989,2975544,2804519,785404,6565467
37,North Carolina,1990,2982433,2868520,806034,6656987
37,North Carolina,1991,2982763,2939111,826261,6748135
37,North Carolina,1992,2991838,2992959,847053,6831850
37,North Carolina,1993,3014008,3064504,868900,6947412
37,North Carolina,1994,3036706,3136639,887614,7060959
37,North Carolina,1995,3065755,3214073,905575,7185403
37,North Carolina,1996,3099211,3287774,920673,7307658
37,North Carolina,1997,3138400,3356485,933787,7428672
37,North Carolina,1998,3170301,3430632,944895,7545828
37,North Carolina,1999,3188735,3507188,954866,7650789
37,North Carolina,2000,3381655,3789970,972487,8081614
37,North Carolina,2001,3408732,3876925,986276,8210122
37,North Carolina,2002,3433290,3953076,1001183,8326201
37,North Carolina,2003,3444101,4024126,1019015,8422501
37,North Carolina,2004,3490831,4091117,1036542,8553152
37,North Carolina,2005,3541947,4173688,1058620,8705407
37,North Carolina,2006,3624905,4267727,1096825,8917270
37,North Carolina,2007,3697845,4368160,1129289,9118037
37,North Carolina,2008,3772809,4453612,1170697,9309449
37,North Carolina,2009,3823604,4505782,1206650,9449566
37,North Carolina,2010,3853207,4555059,1240390,9561558
38,North Dakota,1970,334165,217462,66165,617792
38,North Dakota,1971,340503,218354,67904,626761
38,North Dakota,1972,343268,218676,69174,631118
38,North Dakota,1973,343205,218865,70605,632675
38,North Dakota,1974,343580,219060,71917,634557
38,North Dakota,1975,345705,219708,73474,638887
38,North Dakota,1976,349587,220990,75220,645797
38,North Dakota,1977,349136,223775,76858,649769
38,North Dakota,1978,347541,225434,78327,651302
38,North Dakota,1979,345778,227505,79610,652893
38,North Dakota,1980,347095,226385,80900,654380
38,North Dakota,1981,347250,230005,82269,659524
38,North Dakota,1982,349210,236059,83700,668969
38,North Dakota,1983,350074,241711,84900,676685
38,North Dakota,1984,348257,246510,85731,680498
38,North Dakota,1985,341581,248856,86554,676991
38,North Dakota,1986,331951,249845,87693,669489
38,North Dakota,1987,322275,250212,88680,661167
38,North Dakota,1988,312543,253091,89639,655273
38,North Dakota,1989,302509,253416,90416,646341
38,North Dakota,1990,289429,256821,91114,637364
38,North Dakota,1991,285599,256716,91884,634199
38,North Dakota,1992,282853,259996,92578,635427
38,North Dakota,1993,281116,263061,93052,637229
38,North Dakota,1994,279922,266541,93299,639762
38,North Dakota,1995,278615,269300,93633,641548
38,North Dakota,1996,276900,272509,93449,642858
38,North Dakota,1997,274437,273807,92701,640945
38,North Dakota,1998,271612,273602,92594,637808
38,North Dakota,1999,267831,273452,92383,633666
38,North Dakota,2000,272205,280084,94585,642023
38,North Dakota,2001,269176,280368,94245,639062
38,North Dakota,2002,267620,281356,93991,638168
38,North Dakota,2003,267327,282502,93768,638817
38,North Dakota,2004,269953,285202,94309,644705
38,North Dakota,2005,269382,287465,93956,646089
38,North Dakota,2006,271286,288654,94382,649422
38,North Dakota,2007,272325,290914,94728,652822
38,North Dakota,2008,274584,292897,95785,657569
38,North Dakota,2009,277265,296841,96572,664968
38,North Dakota,2010,281386,300928,97863,674499
39,Ohio,1970,5651095,4012884,993444,10657423
39,Ohio,1971,5708864,4014775,1011184,10734823
39,Ohio,1972,5706409,4016138,1024451,10746998
39,Ohio,1973,5685091,4043053,1039172,10767316
39,Ohio,1974,5665055,4047382,1053323,10765760
39,Ohio,1975,5648702,4046186,1075539,10770427
39,Ohio,1976,5616219,4041004,1095440,10752663
39,Ohio,1977,5547341,4110057,1113998,10771396
39,Ohio,1978,5498097,4166558,1130929,10795584
39,Ohio,1979,5442572,4202512,1153217,10798301
39,Ohio,1980,5407105,4217202,1176343,10800650
39,Ohio,1981,5347735,4242407,1198182,10788324
39,Ohio,1982,5274482,4258812,1223794,10757088
39,Ohio,1983,5210418,4277415,1249802,10737635
39,Ohio,1984,5154372,4313202,1270172,10737746
39,Ohio,1985,5087277,4357074,1290569,10734920
39,Ohio,1986,5014559,4402201,1313508,10730268
39,Ohio,1987,4952904,4466970,1340207,10760081
39,Ohio,1988,4903343,4533666,1361553,10798562
39,Ohio,1989,4856344,4587241,1385626,10829211
39,Ohio,1990,4786695,4665827,1409315,10861837
39,Ohio,1991,4767698,4734218,1431767,10933683
39,Ohio,1992,4753264,4801974,1452371,11007609
39,Ohio,1993,4734595,4863633,1472157,11070385
39,Ohio,1994,4711920,4915735,1483796,11111451
39,Ohio,1995,4690247,4968782,1496464,11155493
39,Ohio,1996,4675127,5009856,1502049,11187032
39,Ohio,1997,4671585,5038423,1502490,11212498
39,Ohio,1998,4663295,5071232,1503225,11237752
39,Ohio,1999,4650262,5105256,1501136,11256654
39,Ohio,2000,4678056,5262268,1509407,11363543
39,Ohio,2001,4658642,5302899,1509931,11387404
39,Ohio,2002,4646738,5333582,1511762,11407889
39,Ohio,2003,4647046,5357348,1519056,11434788
39,Ohio,2004,4645231,5372712,1522292,11452251
39,Ohio,2005,4635133,5389619,1527229,11463320
39,Ohio,2006,4627157,5404210,1541165,11481213
39,Ohio,2007,4617539,5420504,1561113,11500468
39,Ohio,2008,4600040,5435378,1589129,11515391
39,Ohio,2009,4575004,5445152,1607723,11528896
