state,year,age_group,population
Tennessee,1992,Kids,2160865
Tennessee,1992,Adults,2215234
Tennessee,1992,Retired,637900
Tennessee,1993,Kids,2172832
Tennessee,1993,Adults,2265998
Tennessee,1993,Retired,646836
Tennessee,1994,Kids,2184980
Tennessee,1994,Adults,2324722
Tennessee,1994,Retired,653314
Tennessee,1995,Kids,2198005
Tennessee,1995,Adults,2381264
Tennessee,1995,Retired,661899
Tennessee,1996,Kids,2209801
Tennessee,1996,Adults,2435044
Tennessee,1996,Retired,668731
Tennessee,1997,Kids,2221046
Tennessee,1997,Adults,2482943
Tennessee,1997,Retired,674444
Tennessee,1998,Kids,2232413
Tennessee,1998,Adults,2522108
Tennessee,1998,Retired,678158
Tennessee,1999,Kids,2238974
Tennessee,1999,Adults,2563607
Tennessee,1999,Retired,680954
Texas,1990,Kids,8316241
Texas,1990,Adults,7009211
Texas,1990,Retired,1719262
Texas,1991,Kids,8353618
Texas,1991,Adults,7220962
Texas,1991,Retired,1765324
Texas,1992,Kids,8410535
Texas,1992,Adults,7435752
Texas,1992,Retired,1804192
Texas,1993,Kids,8490657
Texas,1993,Adults,7666780
Texas,1993,Retired,1839327
Texas,1994,Kids,8576549
Texas,1994,Adults,7889211
Texas,1994,Retired,1872559
Texas,1995,Kids,8666572
Texas,1995,Adults,8108379
Texas,1995,Retired,1904755
Texas,1996,Kids,8792743
Texas,1996,Adults,8277016
Texas,1996,Retired,1936481
Texas,1997,Kids,8925119
Texas,1997,Adults,8461476
Texas,1997,Retired,1968832
Texas,1998,Kids,9074617
Texas,1998,Adults,8643995
Texas,1998,Retired,1993777
Texas,1999,Kids,9199109
Texas,1999,Adults,8828535
Texas,1999,Retired,2016497
UT,1970,Kids,639519
UT,1970,Adults,342707
UT,1970,Retired,77047
UT,1971,Kids,668652
UT,1971,Adults,352118
UT,1971,Retired,80421
UT,1972,Kids,691179
UT,1972,Adults,361338
UT,1972,Retired,82933
UT,1973,Kids,711369
UT,1973,Adults,372974
UT,1973,Retired,85698
UT,1974,Kids,729848
UT,1974,Adults,382112
UT,1974,Retired,88511
UT,1975,Kids,752884
UT,1975,Adults,391222
UT,1975,Retired,91922
UT,1976,Kids,778837
UT,1976,Adults,400809
UT,1976,Retired,95282
UT,1977,Kids,802389
UT,1977,Adults,418017
UT,1977,Retired,99105
UT,1978,Kids,829507
UT,1978,Adults,435117
UT,1978,Retired,102888
UT,1979,Kids,861363
UT,1979,Adults,451953
UT,1979,Retired,106923
UT,1980,Kids,898669
UT,1980,Adults,463564
UT,1980,Retired,110362
UT,1981,Kids,923378
UT,1981,Adults,477766
UT,1981,Retired,114325
UT,1982,Kids,943778
UT,1982,Adults,495907
UT,1982,Retired,118631
UT,1983,Kids,960419
UT,1983,Adults,511285
UT,1983,Retired,123235
UT,1984,Kids,966305
UT,1984,Adults,529387
UT,1984,Retired,126649
UT,1985,Kids,967599
UT,1985,Adults,545425
UT,1985,Retired,129883
UT,1986,Kids,967004
UT,1986,Adults,562251
UT,1986,Retired,133583
UT,1987,Kids,965963
UT,1987,Adults,574628
UT,1987,Retired,137524
UT,1988,Kids,960942
UT,1988,Adults,586840
UT,1988,Retired,141584
UT,1989,Kids,960470
UT,1989,Adults,599228
UT,1989,Retired,146169
Utah,1990,Kids,966666
Utah,1990,Adults,612285
Utah,1990,Retired,150771
Utah,1991,Kids,982962
Utah,1991,Adults,633118
Utah,1991,Retired,155861
Utah,1992,Kids,1002978
Utah,1992,Adults,657659
Utah,1992,Retired,160861
Utah,1993,Kids,1028921
Utah,1993,Adults,681328
Utah,1993,Retired,165744
Utah,1994,Kids,1054857
Utah,1994,Adults,705411
Utah,1994,Retired,170168
Utah,1995,Kids,1077720
Utah,1995,Adults,725006
Utah,1995,Retired,174048
Utah,1996,Kids,1101564
Utah,1996,Adults,742698
Utah,1996,Retired,177991
Utah,1997,Kids,1127830
Utah,1997,Adults,756534
Utah,1997,Retired,181033
Utah,1998,Kids,1150652
Utah,1998,Adults,766282
Utah,1998,Retired,183628
Utah,1999,Kids,1168013
Utah,1999,Adults,776220
Utah,1999,Retired,185603
VA,1970,Kids,2538686
VA,1970,Adults,1745657
VA,1970,Retired,367105
VA,1971,Kids,2587951
VA,1971,Adults,1781621
VA,1971,Retired,381265
VA,1972,Kids,2616725
VA,1972,Adults,1815495
VA,1972,Retired,392253
VA,1973,Kids,2638089
VA,1973,Adults,1858420
VA,1973,Retired,404782
VA,1974,Kids,2657649
VA,1974,Adults,1895865
VA,1974,Retired,417554
VA,1975,Kids,2680970
VA,1975,Adults,1932760
VA,1975,Retired,433666
VA,1976,Kids,2704558
VA,1976,Adults,1969106
VA,1976,Retired,448199
VA,1977,Kids,2700045
VA,1977,Adults,2029576
VA,1977,Retired,463491
VA,1978,Kids,2709450
VA,1978,Adults,2081659
VA,1978,Retired,479129
VA,1979,Kids,2698714
VA,1979,Adults,2113981
VA,1979,Retired,495250
VA,1980,Kids,2700117
VA,1980,Adults,2159171
VA,1980,Retired,509046
VA,1981,Kids,2712156
VA,1981,Adults,2209985
VA,1981,Retired,521965
VA,1982,Kids,2708835
VA,1982,Adults,2246731
VA,1982,Retired,537207
VA,1983,Kids,2716127
VA,1983,Adults,2295274
VA,1983,Retired,553257
VA,1984,Kids,2721252
VA,1984,Adults,2354408
VA,1984,Retired,568200
VA,1985,Kids,2723762
VA,1985,Adults,2407220
VA,1985,Retired,584174
VA,1986,Kids,2742215
VA,1986,Adults,2469109
VA,1986,Retired,600367
VA,1987,Kids,2772469
VA,1987,Adults,2541932
VA,1987,Retired,617866
VA,1988,Kids,2788903
VA,1988,Adults,2615435
VA,1988,Retired,632573
VA,1989,Kids,2799810
VA,1989,Adults,2671140
VA,1989,Retired,649282
VT,1970,Kids,240882
VT,1970,Adults,156524
VT,1970,Retired,47326
VT,1971,Kids,247364
VT,1971,Adults,158642
VT,1971,Retired,48309
VT,1972,Kids,252502
VT,1972,Adults,161372
VT,1972,Retired,49268
VT,1973,Kids,254140
VT,1973,Adults,163904
VT,1973,Retired,50385
VT,1974,Kids,255694
VT,1974,Adults,165924
VT,1974,Retired,51382
VT,1975,Kids,258365
VT,1975,Adults,168425
VT,1975,Retired,52923
VT,1976,Kids,260478
VT,1976,Adults,170540
VT,1976,Retired,53910
VT,1977,Kids,260714
VT,1977,Adults,176084
VT,1977,Retired,55131
VT,1978,Kids,260787
VT,1978,Adults,181140
VT,1978,Retired,56181
VT,1979,Kids,260877
VT,1979,Adults,187185
VT,1979,Retired,57310
VT,1980,Kids,261207
VT,1980,Adults,192900
VT,1980,Retired,58417
VT,1981,Kids,259657
VT,1981,Adults,196831
VT,1981,Retired,59117
VT,1982,Kids,258226
VT,1982,Adults,200751
VT,1982,Retired,60130
VT,1983,Kids,257098
VT,1983,Adults,205186
VT,1983,Retired,61024
VT,1984,Kids,255819
VT,1984,Adults,209274
VT,1984,Retired,61565
VT,1985,Kids,254277
VT,1985,Adults,213443
VT,1985,Retired,62309
VT,1986,Kids,253138
VT,1986,Adults,217887
VT,1986,Retired,63030
VT,1987,Kids,252773
VT,1987,Adults,223705
VT,1987,Retired,63795
VT,1988,Kids,253202
VT,1988,Adults,231973
VT,1988,Retired,64591
VT,1989,Kids,252193
VT,1989,Adults,240128
VT,1989,Retired,65378
Vermont,1990,Kids,251571
Vermont,1990,Adults,246801
Vermont,1990,Retired,66154
Vermont,1991,Kids,248986
Vermont,1991,Adults,251118
Vermont,1991,Retired,67037
Vermont,1992,Kids,246415
Vermont,1992,Adults,255731
Vermont,1992,Retired,67969
Vermont,1993,Kids,244750
Vermont,1993,Adults,260233
Vermont,1993,Retired,69021
Vermont,1994,Kids,243860
Vermont,1994,Adults,265163
Vermont,1994,Retired,69877
Vermont,1995,Kids,242219
Vermont,1995,Adults,269900
Vermont,1995,Retired,70708
Vermont,1996,Kids,240579
Vermont,1996,Adults,274088
Vermont,1996,Retired,71685
Vermont,1997,Kids,237963
Vermont,1997,Adults,278571
Vermont,1997,Retired,72131
Vermont,1998,Kids,235062
Vermont,1998,Adults,282958
Vermont,1998,Retired,72559
Vermont,1999,Kids,231931
Vermont,1999,Adults,288893
Vermont,1999,Retired,72916
Virginia,1990,Kids,2814299
Virginia,1990,Adults,2733214
Virginia,1990,Retired,666013
Virginia,1991,Kids,2807319
Virginia,1991,Adults,2795591
Virginia,1991,Retired,680943
Virginia,1992,Kids,2814344
Virginia,1992,Adults,2872951
Virginia,1992,Retired,696020
Virginia,1993,Kids,2810094
Virginia,1993,Adults,2943465
Virginia,1993,Retired,711236
Virginia,1994,Kids,2800992
Virginia,1994,Adults,3011826
Virginia,1994,Retired,723953
Virginia,1995,Kids,2795657
Virginia,1995,Adults,3069033
Virginia,1995,Retired,736702
Virginia,1996,Kids,2793920
Virginia,1996,Adults,3123015
Virginia,1996,Retired,748556
Virginia,1997,Kids,2802374
Virginia,1997,Adults,3172885
Virginia,1997,Retired,757619
Virginia,1998,Kids,2817021
Virginia,1998,Adults,3205578
Virginia,1998,Retired,766626
Virginia,1999,Kids,2838424
Virginia,1999,Adults,3259603
Virginia,1999,Retired,774885
WA,1970,Kids,1825629
WA,1970,Adults,1266903
WA,1970,Retired,320712
WA,1971,Kids,1847059
WA,1971,Adults,1269722
WA,1971,Retired,330772
WA,1972,Kids,1840103
WA,1972,Adults,1268867
WA,1972,Retired,338915
WA,1973,Kids,1845275
WA,1973,Adults,1285627
WA,1973,Retired,347881
WA,1974,Kids,1875782
WA,1974,Adults,1316471
WA,1974,Retired,357694
WA,1975,Kids,1907631
WA,1975,Adults,1345051
WA,1975,Retired,368656
WA,1976,Kids,1940856
WA,1976,Adults,1372493
WA,1976,Retired,380261
WA,1977,Kids,1959164
WA,1977,Adults,1422954
WA,1977,Retired,393932
WA,1978,Kids,2000084
WA,1978,Adults,1481101
WA,1978,Retired,407888
WA,1979,Kids,2048148
WA,1979,Adults,1546912
WA,1979,Retired,422572
WA,1980,Kids,2090490
WA,1980,Adults,1628778
WA,1980,Retired,435410
WA,1981,Kids,2107396
WA,1981,Adults,1679870
WA,1981,Retired,448465
WA,1982,Kids,2099863
WA,1982,Adults,1715182
WA,1982,Retired,461500
WA,1983,Kids,2082809
WA,1983,Adults,1741673
WA,1983,Retired,475788
WA,1984,Kids,2070873
WA,1984,Adults,1783592
WA,1984,Retired,489185
WA,1985,Kids,2071042
WA,1985,Adults,1826282
WA,1985,Retired,502774
WA,1986,Kids,2064506
WA,1986,Adults,1870918
WA,1986,Retired,517298
WA,1987,Kids,2073064
WA,1987,Adults,1925670
WA,1987,Retired,533157
WA,1988,Kids,2098493
WA,1988,Adults,1994041
WA,1988,Retired,547359
WA,1989,Kids,2126595
WA,1989,Adults,2057516
WA,1989,Retired,562210
WI,1970,Kids,2361970
WI,1970,Adults,1585230
WI,1970,Retired,470621
WI,1971,Kids,2397082
WI,1971,Adults,1585181
WI,1971,Retired,479893
WI,1972,Kids,2420491
WI,1972,Adults,1596283
WI,1972,Retired,485640
WI,1973,Kids,2420163
WI,1973,Adults,1608676
WI,1973,Retired,495408
WI,1974,Kids,2424521
WI,1974,Adults,1618143
WI,1974,Retired,503121
WI,1975,Kids,2435761
WI,1975,Adults,1629299
WI,1975,Retired,513924
WI,1976,Kids,2436820
WI,1976,Adults,1635107
WI,1976,Retired,523978
WI,1977,Kids,2423554
WI,1977,Adults,1667608
WI,1977,Retired,535355
WI,1978,Kids,2409775
WI,1978,Adults,1690905
WI,1978,Retired,545429
WI,1979,Kids,2405758
WI,1979,Adults,1720459
WI,1979,Retired,556595
WI,1980,Kids,2401303
WI,1980,Adults,1743069
WI,1980,Retired,567673
WI,1981,Kids,2384835
WI,1981,Adults,1762978
WI,1981,Retired,578523
WI,1982,Kids,2359561
WI,1982,Adults,1780563
WI,1982,Retired,588752
WI,1983,Kids,2324912
WI,1983,Adults,1797815
WI,1983,Retired,598718
WI,1984,Kids,2304387
WI,1984,Adults,1824983
WI,1984,Retired,606206
WI,1985,Kids,2282586
WI,1985,Adults,1852112
WI,1985,Retired,613055
WI,1986,Kids,2259104
WI,1986,Adults,1875711
WI,1986,Retired,620810
WI,1987,Kids,2238210
WI,1987,Adults,1910122
WI,1987,Retired,629598
WI,1988,Kids,2227280
WI,1988,Adults,1958373
WI,1988,Retired,636749
WI,1989,Kids,2213867
WI,1989,Adults,1998023
WI,1989,Retired,644685
WV,1970,Kids,873416
WV,1970,Adults,677104
WV,1970,Retired,193717
WV,1971,Kids,895433
WV,1971,Adults,676629
WV,1971,Retired,198596
WV,1972,Kids,914108
WV,1972,Adults,681197
WV,1972,Retired,202343
WV,1973,Kids,918385
WV,1973,Adults,681796
WV,1973,Retired,206180
WV,1974,Kids,923522
WV,1974,Adults,681420
WV,1974,Retired,210507
WV,1975,Kids,939112
WV,1975,Adults,687598
WV,1975,Retired,215540
WV,1976,Kids,960355
WV,1976,Adults,698776
WV,1976,Retired,220370
WV,1977,Kids,966435
WV,1977,Adults,716327
WV,1977,Retired,225326
WV,1978,Kids,965682
WV,1978,Adults,728101
WV,1978,Retired,229612
WV,1979,Kids,965404
WV,1979,Adults,742480
WV,1979,Retired,234262
WV,1980,Kids,962112
WV,1980,Adults,750301
WV,1980,Retired,238936
WV,1981,Kids,951232
WV,1981,Adults,760747
WV,1981,Retired,242136
WV,1982,Kids,935822
WV,1982,Adults,767589
WV,1982,Retired,246195
WV,1983,Kids,921287
WV,1983,Adults,774410
WV,1983,Retired,249368
WV,1984,Kids,899179
WV,1984,Adults,776565
WV,1984,Retired,251957
WV,1985,Kids,873844
WV,1985,Adults,778405
WV,1985,Retired,254579
WV,1986,Kids,848027
WV,1986,Adults,777198
WV,1986,Retired,257125
WV,1987,Kids,819681
WV,1987,Adults,777560
WV,1987,Retired,260338
WV,1988,Kids,791360
WV,1988,Adults,776098
WV,1988,Retired,262753
WV,1989,Kids,764478
WV,1989,Adults,776300
WV,1989,Retired,265774
WY,1970,Kids,178399
WY,1970,Adults,123935
WY,1970,Retired,30082
WY,1971,Kids,184373
WY,1971,Adults,125036
WY,1971,Retired,30872
WY,1972,Kids,189348
WY,1972,Adults,126566
WY,1972,Retired,31432
WY,1973,Kids,193643
WY,1973,Adults,128400
WY,1973,Retired,32015
WY,1974,Kids,200505
WY,1974,Adults,132200
WY,1974,Retired,32796
WY,1975,Kids,210837
WY,1975,Adults,137164
WY,1975,Retired,33695
WY,1976,Kids,221179
WY,1976,Adults,141449
WY,1976,Retired,34324
WY,1977,Kids,229382
WY,1977,Adults,148886
WY,1977,Retired,35085
WY,1978,Kids,241987
WY,1978,Adults,155165
WY,1978,Retired,35725
WY,1979,Kids,254865
WY,1979,Adults,162889
WY,1979,Retired,36624
WY,1980,Kids,265629
WY,1980,Adults,171116
WY,1980,Retired,37440
WY,1981,Kids,271499
WY,1981,Adults,181882
WY,1981,Retired,38334
WY,1982,Kids,274445
WY,1982,Adults,192635
WY,1982,Retired,39328
WY,1983,Kids,272802
WY,1983,Adults,197111
WY,1983,Retired,40416
WY,1984,Kids,264396
WY,1984,Adults,199411
WY,1984,Retired,41086
WY,1985,Kids,256011
WY,1985,Adults,202085
WY,1985,Retired,41596
WY,1986,Kids,249131
WY,1986,Adults,204077
WY,1986,Retired,42416
WY,1987,Kids,234791
WY,1987,Adults,198698
WY,1987,Retired,43478
WY,1988,Kids,223305
WY,1988,Adults,197161
WY,1988,Retired,44632
WY,1989,Kids,215367
WY,1989,Adults,197072
WY,1989,Retired,45938
Washington,1990,Kids,2197283
Washington,1990,Adults,2126857
Washington,1990,Retired,576640
Washington,1991,Kids,2211671
Washington,1991,Adults,2213744
Washington,1991,Retired,588028
Washington,1992,Kids,2241629
Washington,1992,Adults,2297762
Washington,1992,Retired,599620
Washington,1993,Kids,2259323
Washington,1993,Adults,2378663
Washington,1993,Retired,609718
Washington,1994,Kids,2272525
Washington,1994,Adults,2441941
Washington,1994,Retired,620430
Washington,1995,Kids,2295329
Washington,1995,Adults,2504081
Washington,1995,Retired,631614
Washington,1996,Kids,2319332
Washington,1996,Adults,2549594
Washington,1996,Retired,641037
Washington,1997,Kids,2355597
Washington,1997,Adults,2601875
Washington,1997,Retired,646633
Washington,1998,Kids,2390109
Washington,1998,Adults,2645321
Washington,1998,Retired,652402
Washington,1999,Kids,2417431
Washington,1999,Adults,2681618
Washington,1999,Retired,657312
West Virginia,1990,Kids,740695
West Virginia,1990,Adults,783161
West Virginia,1990,Retired,268625
West Virginia,1991,Kids,736320
West Virginia,1991,Adults,790815
West Virginia,1991,Retired,271077
West Virginia,1992,Kids,734233
West Virginia,1992,Adults,797913
West Virginia,1992,Retired,273316
West Virginia,1993,Kids,734072
West Virginia,1993,Adults,805975
West Virginia,1993,Retired,276132
West Virginia,1994,Kids,729717
West Virginia,1994,Adults,812388
West Virginia,1994,Retired,276385
West Virginia,1995,Kids,728419
West Virginia,1995,Adults,814467
West Virginia,1995,Retired,277674
West Virginia,1996,Kids,722992
West Virginia,1996,Adults,818898
West Virginia,1996,Retired,277093
West Virginia,1997,Kids,717177
West Virginia,1997,Adults,822543
West Virginia,1997,Retired,275868
West Virginia,1998,Kids,710138
West Virginia,1998,Adults,827012
West Virginia,1998,Retired,274538
West Virginia,1999,Kids,700131
West Virginia,1999,Adults,833901
West Virginia,1999,Retired,272896
Wisconsin,1990,Kids,2210350
Wisconsin,1990,Adults,2039490
Wisconsin,1990,Retired,652425
Wisconsin,1991,Kids,2201361
Wisconsin,1991,Adults,2091966
Wisconsin,1991,Retired,659348
Wisconsin,1992,Kids,2196659
Wisconsin,1992,Adults,2141222
Wisconsin,1992,Retired,666755
Wisconsin,1993,Kids,2190663
Wisconsin,1993,Adults,2189821
Wisconsin,1993,Retired,674834
Wisconsin,1994,Kids,2186295
Wisconsin,1994,Adults,2230343
Wisconsin,1994,Retired,678866
Wisconsin,1995,Kids,2181940
Wisconsin,1995,Adults,2269932
Wisconsin,1995,Retired,685132
Wisconsin,1996,Kids,2179538
Wisconsin,1996,Adults,2305982
Wisconsin,1996,Retired,688308
Wisconsin,1997,Kids,2180386
Wisconsin,1997,Adults,2330104
Wisconsin,1997,Retired,689745
Wisconsin,1998,Kids,2180047
Wisconsin,1998,Adults,2351079
Wisconsin,1998,Retired,690998
Wisconsin,1999,Kids,2179395
Wisconsin,1999,Adults,2379642
Wisconsin,1999,Retired,691409
Wyoming,1990,Kids,210255
Wyoming,1990,Adults,195846
Wyoming,1990,Retired,47300
Wyoming,1991,Kids,209466
Wyoming,1991,Adults,199779
Wyoming,1991,Retired,48494
Wyoming,1992,Kids,209556
Wyoming,1992,Adults,204330
Wyoming,1992,Retired,49605
Wyoming,1993,Kids,210092
Wyoming,1993,Adults,208002
Wyoming,1993,Retired,50939
Wyoming,1994,Kids,211109
Wyoming,1994,Adults,211858
Wyoming,1994,Retired,52015
Wyoming,1995,Kids,211209
Wyoming,1995,Adults,214118
Wyoming,1995,Retired,53120
Wyoming,1996,Kids,211149
Wyoming,1996,Adults,215039
Wyoming,1996,Retired,53897
Wyoming,1997,Kids,210596
Wyoming,1997,Adults,214726
Wyoming,1997,Retired,54709
Wyoming,1998,Kids,210094
Wyoming,1998,Adults,214731
Wyoming,1998,Retired,55220
Wyoming,1999,Kids,208674
Wyoming,1999,Adults,215298
Wyoming,1999,Retired,55630
