"fips","agegr","year","state","pop","age","popm","popf","state2"
6,,1980,"CA",431944,18,222086,209858,"CA"
6,,1980,"CA",189978,63,88717,101261,"CA"
6,,1980,"CA",143035,70,62716,80319,"CA"
6,,1980,"CA",334034,2,170994,163040,"CA"
6,,1980,"CA",234304,45,116935,117369,"CA"
6,,1980,"CA",135104,71,58439,76665,"CA"
6,,1980,"CA",128254,72,54832,73422,"CA"
6,,1980,"CA",230614,46,114396,116218,"CA"
6,,1980,"CA",347789,12,177802,169987,"CA"
6,,1980,"CA",414326,32,207928,206398,"CA"
6,,1980,"CA",241272,57,114880,126392,"CA"
6,,1980,"CA",476722,24,243571,233151,"CA"
6,,1980,"CA",77124,79,28807,48317,"CA"
6,,1980,"CA",83381,78,31929,51452,"CA"
6,,1980,"CA",242317,56,115553,126764,"CA"
6,,1980,"CA",50041,83,16677,33364,"CA"
6,,1980,"CA",323433,8,165612,157821,"CA"
6,,1980,"CA",466075,21,241698,224377,"CA"
6,,1980,"CA",335119,34,168409,166710,"CA"
6,,1980,"CA",411836,16,210224,201612,"CA"
6,,1980,"CA",447683,29,226751,220932,"CA"
6,,1980,"CA",359318,11,182987,176331,"CA"
6,,1980,"CA",184880,65,84891,99989,"CA"
6,,1980,"CA",220956,60,105326,115630,"CA"
6,,1980,"CA",337480,3,172359,165121,"CA"
6,,1980,"CA",348835,1,178535,170300,"CA"
6,,1980,"CA",96782,76,38670,58112,"CA"
6,,1980,"CA",372284,10,190007,182277,"CA"
6,,1980,"CA",244332,55,115507,128825,"CA"
6,,1980,"CA",311086,6,159175,151911,"CA"
6,,1980,"CA",483240,23,247400,235840,"CA"
6,,1980,"CA",206556,61,97526,109030,"CA"
6,,1980,"CA",385427,0,197283,188144,"CA"
6,,1980,"CA",334825,35,168066,166759,"CA"
6,,1980,"CA",423157,28,214368,208789,"CA"
6,,1980,"CA",323844,5,165303,158541,"CA"
6,,1980,"CA",416877,31,208567,208310,"CA"
6,,1980,"CA",53744,82,18795,34949,"CA"
6,,1980,"CA",241484,49,119798,121686,"CA"
6,,1980,"CA",230790,47,114405,116385,"CA"
6,,1980,"CA",68929,80,25110,43819,"CA"
6,,1980,"CA",239942,44,119047,120895,"CA"
6,,1980,"CA",367273,9,187411,179862,"CA"
6,,1980,"CA",254405,42,127470,126935,"CA"
6,,1980,"CA",365231,14,186047,179184,"CA"
6,,1980,"CA",438758,33,220291,218467,"CA"
6,,1980,"CA",89276,77,34801,54475,"CA"
6,,1980,"CA",274500,40,136913,137587,"CA"
8,,1980,"CO",42568,34,21688,20880,"CO"
8,,1980,"CO",34998,39,17525,17473,"CO"
8,,1980,"CO",39958,6,20419,19539,"CO"
8,,1980,"CO",5629,82,1847,3782,"CO"
8,,1980,"CO",61917,27,31442,30475,"CO"
8,,1980,"CO",16171,68,7382,8789,"CO"
8,,1980,"CO",44477,1,22851,21626,"CO"
8,,1980,"CO",9108,77,3513,5595,"CO"
8,,1980,"CO",6512,81,2297,4215,"CO"
8,,1980,"CO",19709,63,9308,10401,"CO"
8,,1980,"CO",56337,31,28682,27655,"CO"
8,,1980,"CO",36169,38,18010,18159,"CO"
8,,1980,"CO",60053,20,30839,29214,"CO"
8,,1980,"CO",27812,50,13851,13961,"CO"
8,,1980,"CO",13715,71,6003,7712,"CO"
8,,1980,"CO",20651,62,9816,10835,"CO"
8,,1980,"CO",24685,85,7391,17294,"CO"
8,,1980,"CO",7197,80,2542,4655,"CO"
8,,1980,"CO",26666,48,13448,13218,"CO"
8,,1980,"CO",61625,23,31212,30413,"CO"
8,,1980,"CO",55849,32,28646,27203,"CO"
8,,1980,"CO",46228,11,23551,22677,"CO"
8,,1980,"CO",25796,55,12286,13510,"CO"
8,,1980,"CO",33336,40,16676,16660,"CO"
8,,1980,"CO",25646,56,12326,13320,"CO"
8,,1980,"CO",22777,60,11000,11777,"CO"
8,,1980,"CO",58293,30,29930,28363,"CO"
8,,1980,"CO",42036,37,21191,20845,"CO"
8,,1980,"CO",31656,41,15668,15988,"CO"
8,,1980,"CO",9925,76,3998,5927,"CO"
8,,1980,"CO",30812,42,15435,15377,"CO"
8,,1980,"CO",4932,84,1635,3297,"CO"
8,,1980,"CO",61815,26,31221,30594,"CO"
8,,1980,"CO",41233,5,21124,20109,"CO"
8,,1980,"CO",52452,17,26787,25665,"CO"
8,,1980,"CO",58685,33,29616,29069,"CO"
8,,1980,"CO",61937,25,31473,30464,"CO"
8,,1980,"CO",17824,66,8122,9702,"CO"
8,,1980,"CO",27666,46,13867,13799,"CO"
8,,1980,"CO",58205,28,29504,28701,"CO"
8,,1980,"CO",59641,21,30844,28797,"CO"
8,,1980,"CO",61328,29,31286,30042,"CO"
8,,1980,"CO",29286,44,14662,14624,"CO"
8,,1980,"CO",42647,3,21902,20745,"CO"
8,,1980,"CO",41292,7,21115,20177,"CO"
8,,1980,"CO",40742,4,20967,19775,"CO"
8,,1980,"CO",45024,14,22961,22063,"CO"
8,,1980,"CO",18216,65,8400,9816,"CO"
8,,1980,"CO",10398,75,4179,6219,"CO"
8,,1980,"CO",47756,9,24375,23381,"CO"
8,,1980,"CO",19159,64,8989,10170,"CO"
8,,1980,"CO",15600,69,6800,8800,"CO"
8,,1980,"CO",7543,79,2885,4658,"CO"
8,,1980,"CO",60267,22,30799,29468,"CO"
8,,1980,"CO",25131,58,12071,13060,"CO"
8,,1980,"CO",12066,73,5122,6944,"CO"
8,,1980,"CO",28114,49,14117,13997,"CO"
8,,1980,"CO",28094,45,14126,13968,"CO"
8,,1980,"CO",21560,61,10384,11176,"CO"
8,,1980,"CO",55074,18,28280,26794,"CO"
8,,1980,"CO",16801,67,7424,9377,"CO"
8,,1980,"CO",27587,47,13597,13990,"CO"
8,,1980,"CO",51113,16,26111,25002,"CO"
8,,1980,"CO",26774,52,13038,13736,"CO"
8,,1980,"CO",13092,72,5579,7513,"CO"
8,,1980,"CO",5305,83,1807,3498,"CO"
8,,1980,"CO",11631,74,4840,6791,"CO"
8,,1980,"CO",42483,2,21607,20876,"CO"
8,,1980,"CO",42164,35,21371,20793,"CO"
8,,1980,"CO",27030,51,13384,13646,"CO"
8,,1980,"CO",42255,8,21637,20618,"CO"
8,,1980,"CO",48819,0,24981,23838,"CO"
8,,1980,"CO",44319,13,22459,21860,"CO"
8,,1980,"CO",61350,24,31000,30350,"CO"
8,,1980,"CO",26238,53,12608,13630,"CO"
8,,1980,"CO",40900,36,20569,20331,"CO"
8,,1980,"CO",48589,15,24888,23701,"CO"
8,,1980,"CO",29748,43,14949,14799,"CO"
8,,1980,"CO",25986,54,12501,13485,"CO"
8,,1980,"CO",14534,70,6323,8211,"CO"
8,,1980,"CO",8393,78,3252,5141,"CO"
8,,1980,"CO",24250,59,11603,12647,"CO"
8,,1980,"CO",47819,10,24504,23315,"CO"
8,,1980,"CO",60195,19,31052,29143,"CO"
8,,1980,"CO",25363,57,12236,13127,"CO"
8,,1980,"CO",44067,12,22353,21714,"CO"
9,,1980,"CT",24197,68,10694,13503,"CT"
9,,1980,"CT",16401,74,6375,10026,"CT"
9,,1980,"CT",25061,67,11070,13991,"CT"
9,,1980,"CT",58702,17,29891,28811,"CT"
9,,1980,"CT",54268,14,27677,26591,"CT"
9,,1980,"CT",14377,76,5479,8898,"CT"
9,,1980,"CT",30965,46,14968,15997,"CT"
9,,1980,"CT",31609,48,15354,16255,"CT"
9,,1980,"CT",32511,61,15190,17321,"CT"
9,,1980,"CT",33446,42,16271,17175,"CT"
9,,1980,"CT",51296,26,25382,25914,"CT"
9,,1980,"CT",34711,49,16795,17916,"CT"
9,,1980,"CT",35697,54,17028,18669,"CT"
9,,1980,"CT",10992,79,3699,7293,"CT"
9,,1980,"CT",35752,57,17061,18691,"CT"
9,,1980,"CT",59144,16,30142,29002,"CT"
9,,1980,"CT",31757,47,15350,16407,"CT"
9,,1980,"CT",13141,77,4845,8296,"CT"
9,,1980,"CT",39111,7,19823,19288,"CT"
9,,1980,"CT",19122,72,7920,11202,"CT"
9,,1980,"CT",36300,2,18451,17849,"CT"
9,,1980,"CT",32055,43,15461,16594,"CT"
9,,1980,"CT",34594,51,16749,17845,"CT"
9,,1980,"CT",35024,50,16873,18151,"CT"
9,,1980,"CT",36251,85,10405,25846,"CT"
9,,1980,"CT",22776,69,9782,12994,"CT"
9,,1980,"CT",48332,31,23574,24758,"CT"
9,,1980,"CT",41811,34,20345,21466,"CT"
9,,1980,"CT",49840,32,24256,25584,"CT"
9,,1980,"CT",55209,20,27408,27801,"CT"
9,,1980,"CT",15676,75,6040,9636,"CT"
9,,1980,"CT",47317,28,23255,24062,"CT"
9,,1980,"CT",53324,24,26304,27020,"CT"
9,,1980,"CT",38642,38,18801,19841,"CT"
9,,1980,"CT",41567,8,21224,20343,"CT"
9,,1980,"CT",51305,13,26199,25106,"CT"
9,,1980,"CT",8431,82,2722,5709,"CT"
9,,1980,"CT",39325,0,20256,19069,"CT"
9,,1980,"CT",37161,1,18922,18239,"CT"
9,,1980,"CT",35764,52,17469,18295,"CT"
9,,1980,"CT",19847,71,8368,11479,"CT"
9,,1980,"CT",54660,22,27439,27221,"CT"
9,,1980,"CT",36772,3,18645,18127,"CT"
9,,1980,"CT",55371,21,27402,27969,"CT"
9,,1980,"CT",28431,65,13153,15278,"CT"
9,,1980,"CT",36854,39,18017,18837,"CT"
9,,1980,"CT",50435,10,25583,24852,"CT"
9,,1980,"CT",33578,41,16321,17257,"CT"
9,,1980,"CT",31753,44,15484,16269,"CT"
9,,1980,"CT",48256,30,23613,24643,"CT"
9,,1980,"CT",31453,62,14556,16897,"CT"
9,,1980,"CT",31371,45,15213,16158,"CT"
9,,1980,"CT",33750,60,16033,17717,"CT"
9,,1980,"CT",10217,80,3451,6766,"CT"
9,,1980,"CT",46415,37,22643,23772,"CT"
9,,1980,"CT",12428,78,4494,7934,"CT"
9,,1980,"CT",9301,81,2999,6302,"CT"
9,,1980,"CT",49421,11,25152,24269,"CT"
9,,1980,"CT",35062,59,16696,18366,"CT"
9,,1980,"CT",49687,29,24389,25298,"CT"
9,,1980,"CT",7415,84,2301,5114,"CT"
9,,1980,"CT",35323,58,16872,18451,"CT"
9,,1980,"CT",8089,83,2616,5473,"CT"
9,,1980,"CT",55048,33,26424,28624,"CT"
9,,1980,"CT",37316,5,19261,18055,"CT"
9,,1980,"CT",34932,40,16778,18154,"CT"
9,,1980,"CT",50570,27,24994,25576,"CT"
9,,1980,"CT",42742,36,20789,21953,"CT"
9,,1980,"CT",41881,35,20407,21474,"CT"
9,,1980,"CT",30410,63,14184,16226,"CT"
9,,1980,"CT",36307,55,17333,18974,"CT"
9,,1980,"CT",17552,73,7108,10444,"CT"
9,,1980,"CT",57693,19,28914,28779,"CT"
9,,1980,"CT",35829,53,17378,18451,"CT"
9,,1980,"CT",36230,4,18515,17715,"CT"
9,,1980,"CT",54522,23,27242,27280,"CT"
9,,1980,"CT",52570,25,26321,26249,"CT"
9,,1980,"CT",48542,9,25025,23517,"CT"
9,,1980,"CT",29175,64,13451,15724,"CT"
9,,1980,"CT",56122,18,28558,27564,"CT"
9,,1980,"CT",49142,12,25091,24051,"CT"
9,,1980,"CT",57270,15,29093,28177,"CT"
9,,1980,"CT",21153,70,8961,12192,"CT"
9,,1980,"CT",36790,6,18954,17836,"CT"
9,,1980,"CT",26707,66,12122,14585,"CT"
9,,1980,"CT",35818,56,17071,18747,"CT"
11,,1980,"DC",3564,73,1356,2208,"DC"
11,,1980,"DC",8036,12,3964,4072,"DC"
11,,1980,"DC",13879,24,6425,7454,"DC"
11,,1980,"DC",6419,51,2974,3445,"DC"
11,,1980,"DC",14021,20,6678,7343,"DC"
11,,1980,"DC",1573,82,479,1094,"DC"
11,,1980,"DC",6597,60,2893,3704,"DC"
11,,1980,"DC",6154,43,2911,3243,"DC"
11,,1980,"DC",9031,34,4381,4650,"DC"
11,,1980,"DC",6495,6,3362,3133,"DC"
11,,1980,"DC",5676,65,2359,3317,"DC"
11,,1980,"DC",11914,31,5616,6298,"DC"
11,,1980,"DC",9009,35,4370,4639,"DC"
11,,1980,"DC",7575,39,3701,3874,"DC"
11,,1980,"DC",10184,16,5093,5091,"DC"
11,,1980,"DC",8468,10,4244,4224,"DC"
11,,1980,"DC",6143,44,2952,3191,"DC"
11,,1980,"DC",5935,45,2819,3116,"DC"
11,,1980,"DC",11565,33,5533,6032,"DC"
11,,1980,"DC",2330,79,783,1547,"DC"
11,,1980,"DC",3131,75,1170,1961,"DC"
11,,1980,"DC",8842,37,4207,4635,"DC"
11,,1980,"DC",5709,48,2625,3084,"DC"
11,,1980,"DC",6515,52,3003,3512,"DC"
11,,1980,"DC",6554,42,3178,3376,"DC"
11,,1980,"DC",7336,40,3551,3785,"DC"
11,,1980,"DC",6167,49,2889,3278,"DC"
11,,1980,"DC",9463,15,4670,4793,"DC"
11,,1980,"DC",5510,64,2232,3278,"DC"
11,,1980,"DC",11598,32,5497,6101,"DC"
11,,1980,"DC",10469,17,5216,5253,"DC"
11,,1980,"DC",6582,53,2989,3593,"DC"
11,,1980,"DC",7041,1,3523,3518,"DC"
11,,1980,"DC",12551,28,5879,6672,"DC"
11,,1980,"DC",8463,9,4330,4133,"DC"
11,,1980,"DC",6633,59,3069,3564,"DC"
11,,1980,"DC",7781,0,3938,3843,"DC"
11,,1980,"DC",5332,67,2118,3214,"DC"
11,,1980,"DC",8544,36,4058,4486,"DC"
11,,1980,"DC",4481,70,1723,2758,"DC"
11,,1980,"DC",4185,71,1638,2547,"DC"
11,,1980,"DC",5301,66,2193,3108,"DC"
11,,1980,"DC",6805,54,3041,3764,"DC"
11,,1980,"DC",5815,62,2441,3374,"DC"
11,,1980,"DC",14450,19,6701,7749,"DC"
11,,1980,"DC",4950,68,2053,2897,"DC"
11,,1980,"DC",12236,18,5906,6330,"DC"
11,,1980,"DC",6738,3,3338,3400,"DC"
11,,1980,"DC",6520,50,3021,3499,"DC"
11,,1980,"DC",5980,61,2727,3253,"DC"
11,,1980,"DC",14316,23,6596,7720,"DC"
11,,1980,"DC",4011,72,1503,2508,"DC"
11,,1980,"DC",6844,55,3035,3809,"DC"
11,,1980,"DC",2878,76,1002,1876,"DC"
11,,1980,"DC",6710,41,3207,3503,"DC"
11,,1980,"DC",12663,30,6070,6593,"DC"
11,,1980,"DC",4983,69,1989,2994,"DC"
11,,1980,"DC",7677,38,3697,3980,"DC"
11,,1980,"DC",6958,7,3548,3410,"DC"
11,,1980,"DC",13894,25,6401,7493,"DC"
11,,1980,"DC",3628,74,1373,2255,"DC"
11,,1980,"DC",6694,58,2920,3774,"DC"
11,,1980,"DC",1426,83,432,994,"DC"
11,,1980,"DC",14073,21,6527,7546,"DC"
11,,1980,"DC",13377,27,6340,7037,"DC"
11,,1980,"DC",6013,46,2779,3234,"DC"
11,,1980,"DC",7461,8,3776,3685,"DC"
11,,1980,"DC",1332,84,388,944,"DC"
11,,1980,"DC",8475,13,4229,4246,"DC"
11,,1980,"DC",6762,56,3028,3734,"DC"
11,,1980,"DC",8043,11,4078,3965,"DC"
11,,1980,"DC",6463,85,1718,4745,"DC"
11,,1980,"DC",6562,5,3326,3236,"DC"
11,,1980,"DC",1767,81,545,1222,"DC"
11,,1980,"DC",13371,29,6414,6957,"DC"
11,,1980,"DC",6140,47,2902,3238,"DC"
11,,1980,"DC",6434,4,3254,3180,"DC"
11,,1980,"DC",5612,63,2380,3232,"DC"
11,,1980,"DC",13673,26,6442,7231,"DC"
11,,1980,"DC",2677,77,900,1777,"DC"
11,,1980,"DC",6730,2,3415,3315,"DC"
11,,1980,"DC",2444,78,822,1622,"DC"
11,,1980,"DC",13849,22,6323,7526,"DC"
11,,1980,"DC",7006,57,3091,3915,"DC"
11,,1980,"DC",2148,80,666,1482,"DC"
11,,1980,"DC",8940,14,4538,4402,"DC"
10,,1980,"DE",8496,1,4308,4188,"DE"
10,,1980,"DE",7532,34,3717,3815,"DE"
10,,1980,"DE",1824,79,646,1178,"DE"
10,,1980,"DE",10760,24,5323,5437,"DE"
10,,1980,"DE",4801,65,2196,2605,"DE"
10,,1980,"DE",8498,8,4338,4160,"DE"
10,,1980,"DE",9282,31,4501,4781,"DE"
10,,1980,"DE",2735,74,1056,1679,"DE"
10,,1980,"DE",7510,35,3648,3862,"DE"
10,,1980,"DE",10975,15,5557,5418,"DE"
10,,1980,"DE",11813,22,5832,5981,"DE"
10,,1980,"DE",8090,7,4078,4012,"DE"
10,,1980,"DE",2083,77,760,1323,"DE"
10,,1980,"DE",3886,69,1627,2259,"DE"
10,,1980,"DE",12462,20,5982,6480,"DE"
10,,1980,"DE",12984,19,6173,6811,"DE"
10,,1980,"DE",1307,82,422,885,"DE"
10,,1980,"DE",8107,2,4112,3995,"DE"
10,,1980,"DE",6307,58,2954,3353,"DE"
10,,1980,"DE",9615,9,4967,4648,"DE"
10,,1980,"DE",11567,16,5875,5692,"DE"
10,,1980,"DE",3425,70,1467,1958,"DE"
10,,1980,"DE",7106,38,3461,3645,"DE"
10,,1980,"DE",6567,40,3217,3350,"DE"
10,,1980,"DE",6931,39,3374,3557,"DE"
10,,1980,"DE",6351,42,3128,3223,"DE"
10,,1980,"DE",4411,66,2048,2363,"DE"
10,,1980,"DE",1519,81,493,1026,"DE"
10,,1980,"DE",9307,30,4544,4763,"DE"
10,,1980,"DE",10171,33,5039,5132,"DE"
10,,1980,"DE",12299,21,5910,6389,"DE"
10,,1980,"DE",9242,28,4466,4776,"DE"
10,,1980,"DE",9266,12,4635,4631,"DE"
10,,1980,"DE",6153,47,2999,3154,"DE"
10,,1980,"DE",7557,6,3861,3696,"DE"
10,,1980,"DE",6503,49,3197,3306,"DE"
10,,1980,"DE",1902,78,695,1207,"DE"
10,,1980,"DE",5350,85,1454,3896,"DE"
10,,1980,"DE",10362,14,5352,5010,"DE"
10,,1980,"DE",6037,48,2936,3101,"DE"
10,,1980,"DE",6346,51,3104,3242,"DE"
10,,1980,"DE",5373,62,2560,2813,"DE"
10,,1980,"DE",9032,0,4673,4359,"DE"
10,,1980,"DE",1087,84,323,764,"DE"
10,,1980,"DE",1648,80,555,1093,"DE"
10,,1980,"DE",7851,5,3968,3883,"DE"
10,,1980,"DE",8133,37,3964,4169,"DE"
10,,1980,"DE",7731,4,3907,3824,"DE"
10,,1980,"DE",4015,68,1759,2256,"DE"
10,,1980,"DE",9700,10,4928,4772,"DE"
10,,1980,"DE",6152,59,2922,3230,"DE"
10,,1980,"DE",3084,72,1260,1824,"DE"
10,,1980,"DE",1271,83,406,865,"DE"
10,,1980,"DE",2441,75,939,1502,"DE"
10,,1980,"DE",10168,27,4922,5246,"DE"
10,,1980,"DE",3439,71,1431,2008,"DE"
10,,1980,"DE",9877,13,4995,4882,"DE"
10,,1980,"DE",4805,64,2235,2570,"DE"
10,,1980,"DE",5551,61,2649,2902,"DE"
10,,1980,"DE",9428,32,4515,4913,"DE"
10,,1980,"DE",6487,56,3107,3380,"DE"
10,,1980,"DE",11235,23,5518,5717,"DE"
10,,1980,"DE",2303,76,900,1403,"DE"
10,,1980,"DE",6002,45,2944,3058,"DE"
10,,1980,"DE",6513,54,3138,3375,"DE"
10,,1980,"DE",6081,60,2915,3166,"DE"
10,,1980,"DE",6482,50,3117,3365,"DE"
10,,1980,"DE",4240,67,1939,2301,"DE"
10,,1980,"DE",6390,57,2980,3410,"DE"
10,,1980,"DE",9304,11,4802,4502,"DE"
10,,1980,"DE",8038,3,4114,3924,"DE"
10,,1980,"DE",5986,44,2872,3114,"DE"
10,,1980,"DE",6040,43,2932,3108,"DE"
10,,1980,"DE",10134,26,4986,5148,"DE"
10,,1980,"DE",6336,41,3108,3228,"DE"
10,,1980,"DE",5990,46,2892,3098,"DE"
10,,1980,"DE",6449,55,3054,3395,"DE"
10,,1980,"DE",12156,18,5921,6235,"DE"
10,,1980,"DE",6404,53,3094,3310,"DE"
10,,1980,"DE",6427,52,3062,3365,"DE"
10,,1980,"DE",2858,73,1129,1729,"DE"
10,,1980,"DE",5195,63,2466,2729,"DE"
10,,1980,"DE",11655,17,5848,5807,"DE"
10,,1980,"DE",9832,29,4835,4997,"DE"
10,,1980,"DE",10552,25,5202,5350,"DE"
10,,1980,"DE",7605,36,3677,3928,"DE"
12,,1980,"FL",139158,31,68421,70737,"FL"
12,,1980,"FL",117835,67,52696,65139,"FL"
12,,1980,"FL",140478,10,71928,68550,"FL"
12,,1980,"FL",162871,21,81244,81627,"FL"
12,,1980,"FL",113790,68,50815,62975,"FL"
12,,1980,"FL",141166,28,69623,71543,"FL"
12,,1980,"FL",108725,55,49406,59319,"FL"
12,,1980,"FL",104056,52,48626,55430,"FL"
12,,1980,"FL",99967,49,48486,51481,"FL"
12,,1980,"FL",114986,63,51648,63338,"FL"
12,,1980,"FL",134976,11,68823,66153,"FL"
12,,1980,"FL",126562,0,64894,61668,"FL"
12,,1980,"FL",148246,29,73564,74682,"FL"
12,,1980,"FL",113801,60,50972,62829,"FL"
12,,1980,"FL",112871,62,50363,62508,"FL"
12,,1980,"FL",141793,30,70072,71721,"FL"
12,,1980,"FL",54279,79,22962,31317,"FL"
12,,1980,"FL",105373,39,51402,53971,"FL"
12,,1980,"FL",101220,51,48144,53076,"FL"
12,,1980,"FL",105598,53,48851,56747,"FL"
12,,1980,"FL",35095,82,14364,20731,"FL"
12,,1980,"FL",32337,83,13073,19264,"FL"
12,,1980,"FL",116279,64,51777,64502,"FL"
12,,1980,"FL",95506,43,46050,49456,"FL"
12,,1980,"FL",114827,5,58871,55956,"FL"
12,,1980,"FL",110463,4,56477,53986,"FL"
12,,1980,"FL",98186,72,43593,54593,"FL"
12,,1980,"FL",122216,7,62226,59990,"FL"
12,,1980,"FL",115962,1,59081,56881,"FL"
12,,1980,"FL",103129,40,50139,52990,"FL"
12,,1980,"FL",90877,73,40094,50783,"FL"
12,,1980,"FL",79664,75,34481,45183,"FL"
12,,1980,"FL",93033,45,44958,48075,"FL"
12,,1980,"FL",106510,70,47180,59330,"FL"
12,,1980,"FL",111767,57,50371,61396,"FL"
12,,1980,"FL",112199,69,49518,62681,"FL"
12,,1980,"FL",115047,36,55969,59078,"FL"
12,,1980,"FL",92362,46,44786,47576,"FL"
12,,1980,"FL",170509,19,85307,85202,"FL"
12,,1980,"FL",92513,48,44925,47588,"FL"
12,,1980,"FL",143690,14,73516,70174,"FL"
12,,1980,"FL",155412,15,79352,76060,"FL"
12,,1980,"FL",102273,50,48819,53454,"FL"
12,,1980,"FL",163606,22,81765,81841,"FL"
12,,1980,"FL",109631,56,49531,60100,"FL"
12,,1980,"FL",161618,18,81606,80012,"FL"
12,,1980,"FL",115829,35,56450,59379,"FL"
12,,1980,"FL",151197,27,74933,76264,"FL"
12,,1980,"FL",114333,6,58518,55815,"FL"
12,,1980,"FL",98130,41,47588,50542,"FL"
12,,1980,"FL",66909,77,28589,38320,"FL"
12,,1980,"FL",95229,47,45782,49447,"FL"
12,,1980,"FL",166199,20,82636,83563,"FL"
12,,1980,"FL",165535,23,82701,82834,"FL"
12,,1980,"FL",132136,12,67445,64691,"FL"
12,,1980,"FL",102825,71,45438,57387,"FL"
12,,1980,"FL",107401,54,49235,58166,"FL"
12,,1980,"FL",148800,33,72812,75988,"FL"
12,,1980,"FL",154646,26,76866,77780,"FL"
12,,1980,"FL",161738,24,80445,81293,"FL"
12,,1980,"FL",113983,3,58138,55845,"FL"
12,,1980,"FL",126997,8,64813,62184,"FL"
12,,1980,"FL",60300,78,25696,34604,"FL"
12,,1980,"FL",28165,84,11100,17065,"FL"
12,,1980,"FL",72480,76,31072,41408,"FL"
12,,1980,"FL",158960,25,79193,79767,"FL"
12,,1980,"FL",86240,74,37545,48695,"FL"
12,,1980,"FL",112040,61,49694,62346,"FL"
12,,1980,"FL",119843,85,43763,76080,"FL"
12,,1980,"FL",47759,80,19639,28120,"FL"
12,,1980,"FL",95466,44,46026,49440,"FL"
12,,1980,"FL",113039,58,51033,62006,"FL"
12,,1980,"FL",162467,16,82787,79680,"FL"
12,,1980,"FL",41019,81,16710,24309,"FL"
12,,1980,"FL",137613,13,70172,67441,"FL"
12,,1980,"FL",121934,37,59173,62761,"FL"
12,,1980,"FL",114690,34,56458,58232,"FL"
12,,1980,"FL",164681,17,84269,80412,"FL"
12,,1980,"FL",98213,42,47986,50227,"FL"
12,,1980,"FL",120212,65,53848,66364,"FL"
12,,1980,"FL",117796,66,52889,64907,"FL"
12,,1980,"FL",104940,38,50633,54307,"FL"
12,,1980,"FL",141529,9,72090,69439,"FL"
12,,1980,"FL",139352,32,68331,71021,"FL"
12,,1980,"FL",112125,2,57230,54895,"FL"
12,,1980,"FL",114623,59,51403,63220,"FL"
13,,1980,"GA",41437,63,18538,22899,"GA"
13,,1980,"GA",18735,77,6553,12182,"GA"
13,,1980,"GA",48321,60,22200,26121,"GA"
13,,1980,"GA",84231,1,43006,41225,"GA"
13,,1980,"GA",53292,46,25757,27535,"GA"
13,,1980,"GA",96491,14,49236,47255,"GA"
13,,1980,"GA",89819,0,45835,43984,"GA"
13,,1980,"GA",89745,8,45622,44123,"GA"
13,,1980,"GA",98573,26,48240,50333,"GA"
13,,1980,"GA",56060,44,27125,28935,"GA"
13,,1980,"GA",111117,19,56752,54365,"GA"
13,,1980,"GA",33707,70,13833,19874,"GA"
13,,1980,"GA",52378,52,24760,27618,"GA"
13,,1980,"GA",82165,3,42030,40135,"GA"
13,,1980,"GA",90290,12,45888,44402,"GA"
13,,1980,"GA",73968,36,36187,37781,"GA"
13,,1980,"GA",8620,84,2569,6051,"GA"
13,,1980,"GA",11859,81,3684,8175,"GA"
13,,1980,"GA",63483,40,31278,32205,"GA"
13,,1980,"GA",97170,27,47433,49737,"GA"
13,,1980,"GA",24713,74,9416,15297,"GA"
13,,1980,"GA",81612,2,41669,39943,"GA"
13,,1980,"GA",40224,64,17996,22228,"GA"
13,,1980,"GA",41167,65,18111,23056,"GA"
13,,1980,"GA",58284,42,28278,30006,"GA"
13,,1980,"GA",35210,69,14598,20612,"GA"
13,,1980,"GA",53443,50,25550,27893,"GA"
13,,1980,"GA",97007,29,46984,50023,"GA"
13,,1980,"GA",103257,21,51724,51533,"GA"
13,,1980,"GA",93288,11,47216,46072,"GA"
13,,1980,"GA",53223,49,25807,27416,"GA"
13,,1980,"GA",83406,6,42640,40766,"GA"
13,,1980,"GA",51294,53,24348,26946,"GA"
13,,1980,"GA",41669,62,19001,22668,"GA"
13,,1980,"GA",91427,28,44280,47147,"GA"
13,,1980,"GA",83252,5,42487,40765,"GA"
13,,1980,"GA",79875,4,40964,38911,"GA"
13,,1980,"GA",74754,35,36546,38208,"GA"
13,,1980,"GA",105149,16,53742,51407,"GA"
13,,1980,"GA",101258,25,49614,51644,"GA"
13,,1980,"GA",88385,7,45183,43202,"GA"
13,,1980,"GA",48864,58,22783,26081,"GA"
13,,1980,"GA",97044,10,49662,47382,"GA"
13,,1980,"GA",9206,83,2863,6343,"GA"
13,,1980,"GA",93214,13,47605,45609,"GA"
13,,1980,"GA",51551,48,24990,26561,"GA"
13,,1980,"GA",48302,59,22192,26110,"GA"
13,,1980,"GA",54863,45,26402,28461,"GA"
13,,1980,"GA",26129,73,10135,15994,"GA"
13,,1980,"GA",74461,34,36210,38251,"GA"
13,,1980,"GA",35719,68,15035,20684,"GA"
13,,1980,"GA",101388,24,49728,51660,"GA"
13,,1980,"GA",105904,18,54741,51163,"GA"
13,,1980,"GA",10212,82,3130,7082,"GA"
13,,1980,"GA",59481,41,28787,30694,"GA"
13,,1980,"GA",55987,43,27240,28747,"GA"
13,,1980,"GA",66049,39,32559,33490,"GA"
13,,1980,"GA",67231,38,32911,34320,"GA"
13,,1980,"GA",52360,54,24356,28004,"GA"
13,,1980,"GA",93523,32,45722,47801,"GA"
